ID,platform,title,score,audience_score,director,release,genre,subgenre,url
1350,Netflix,A Cinderella Story: Christmas Wish,57,42,Michelle Johnston,2019,Family,Holiday,https://www.rottentomatoes.com/m/a_cinderella_story_christmas_wish
1351,Netflix,Ready to Mingle,57,,Luis Javier Henaine,2019,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/ready_to_mingle
1352,Netflix,The Girl King,57,38,Mika Kaurismäki,2015,Drama,Biographical,https://www.rottentomatoes.com/m/the_girl_king
1353,Hulu,The Girl King,57,42,,2015,Drama,Biographical,https://www.rottentomatoes.com/m/the_girl_king
1354,Amazon Prime,The Girl King,57,42,Mika Kaurismäki,2015,Drama,Biographical,https://www.rottentomatoes.com/m/the_girl_king
1355,Netflix,Battle,57,,Katarina Launing,2018,Family,Coming of Age,https://www.rottentomatoes.com/m/battle
1356,Netflix,Girl on the Third Floor,57,33,Travis Stevens,2019,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/girl_on_the_third_floor
1357,Netflix,Indian Horse,57,81,Stephen S. Campanelli,2017,Sports,Black Stories,https://www.rottentomatoes.com/m/indian_horse
1358,Netflix,All My Friends Are Dead,57,,Jan Belcl,2020,Comedy,Black Stories,https://www.rottentomatoes.com/m/all_my_friends_are_dead
1359,Netflix,The Warning,57,56,Daniel Calparsoro,2018,Thriller,Suspense,https://www.rottentomatoes.com/m/the_warning
1360,Netflix,Kevin James: Sweat the Small Stuff,57,,Paul Miller,2001,Comedy,Stand Up,https://www.rottentomatoes.com/m/kevin_james_sweat_the_small_stuff
1361,Netflix,Joy,57,,Sudabeh Mortezai,2019,Drama,Black Stories,https://www.rottentomatoes.com/m/joy
1362,Netflix,Bert Kreischer: The Machine,57,97,Ryan Polito,2016,Comedy,Stand Up,https://www.rottentomatoes.com/m/bert_kreischer_the_machine
1363,Netflix,Print the Legend,57,74,"Luis Lopez, Clay Tweel",2014,Documentary,Special Interest,https://www.rottentomatoes.com/m/print_the_legend
1364,Netflix,LA Originals,57,,,2020,Documentary,Arts,https://www.rottentomatoes.com/m/la_originals
1365,Netflix,The Legend of Cocaine Island,57,56,Theo Love,2019,Documentary,Crime,https://www.rottentomatoes.com/m/the_legend_of_cocaine_island
1366,Netflix,Adú,57,,Salvador Calvo,2020,Drama,Animals,https://www.rottentomatoes.com/m/adu
1367,Netflix,Bliss,57,,Lance Young,1997,Drama,Independent Movies,https://www.rottentomatoes.com/m/bliss
1368,Amazon Prime,Bliss,57,,Les Blair,1995,Drama,Independent Movies,https://www.rottentomatoes.com/m/bliss
1369,Netflix,Sudani from Nigeria,57,97,Zakariya,2018,Sports,Coming of Age,https://www.rottentomatoes.com/m/sudani_from_nigeria
1370,Netflix,Step Sisters,57,29,Charles Stone III,2018,Comedy,Coming of Age,https://www.rottentomatoes.com/m/step_sisters
1371,Netflix,Oye Lucky! Lucky Oye!,57,77,Dibakar Banerjee,2008,International,Crime,https://www.rottentomatoes.com/m/oye_lucky_lucky_oye
1372,Netflix,Mr. Pig,57,53,Diego Luna,2016,Drama,Animals,https://www.rottentomatoes.com/m/mr_pig
1373,Netflix,No One Killed Jessica,57,77,Raj Kumar Gupta,2011,Drama,Crime,https://www.rottentomatoes.com/m/no_one_killed_jessica
1374,Netflix,Naked,57,23,Michael Tiddes,2017,Comedy,Parody,https://www.rottentomatoes.com/m/naked
1375,Netflix,Animal Crackers,57,66,"Tony Bancroft, Scott Christian Sava",2020,Comedy,Animals,https://www.rottentomatoes.com/m/animal_crackers
1376,Netflix,Forensic,57,,"Akhil Paul, Anas Khan",2020,Thriller,Crime,https://www.rottentomatoes.com/m/forensic
1377,Netflix,Marc Maron: End Times Fun,57,85,Lynn Shelton,2020,Comedy,Stand Up,https://www.rottentomatoes.com/m/marc_maron_end_times_fun
1378,Netflix,Svaha: The Sixth Finger,57,,Jang Jae-hyun,2019,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/svaha_the_sixth_finger
1379,Netflix,Candy Jar,57,56,Ben Shelton,2018,Comedy,Coming of Age,https://www.rottentomatoes.com/m/candy_jar
1380,Netflix,Harishchandrachi Factory,57,91,Paresh Mokashi,2009,Drama,Biographical,https://www.rottentomatoes.com/m/harishchandrachi_factory
1381,Netflix,Hunterrr,57,,Harshavardhan Kulkarni,2015,Comedy,Coming of Age,https://www.rottentomatoes.com/m/hunterrr
1382,Netflix,The Breaker Upperers,57,58,"Jackie van Beek, Madeleine Sami",2018,Comedy,Coming of Age,https://www.rottentomatoes.com/m/the_breaker_upperers
1383,Netflix,Snow Day,57,35,Chris Koch,2000,Family,Coming of Age,https://www.rottentomatoes.com/m/snow_day
1384,Amazon Prime,Snow Day,57,45,Chris Koch,2000,Family,Coming of Age,https://www.rottentomatoes.com/m/snow_day
1385,Netflix,A California Christmas,57,27,Shaun Paul Piccinino,2020,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/a_california_christmas
1386,Netflix,XOXO,57,43,Christopher Louie,2016,Music,Dance,https://www.rottentomatoes.com/m/xoxo
1387,Netflix,3022,57,,John Suits,2019,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/3022
1388,Netflix,Tremors: Shrieker Island,57,,Don Michael Paul,2020,Horror & Suspense,Survival,https://www.rottentomatoes.com/m/tremors_shrieker_island
1389,Netflix,I Am Woman,57,56,Unjoo Moon,2019,Drama,Black Stories,https://www.rottentomatoes.com/m/i_am_woman
1390,Netflix,The Outcasts,57,42,Peter Hutchings,2017,Comedy,Coming of Age,https://www.rottentomatoes.com/m/the_outcasts
1391,Netflix,Sebastian Maniscalco: What's Wrong with People?,57,89,Manny Rodriguez,2012,Comedy,Stand Up,https://www.rottentomatoes.com/m/sebastian_maniscalco_whats_wrong_with_people/
1392,Netflix,Desperados,57,23,LP,2020,Comedy,Romantic Comedy,https://www.rottentomatoes.com/m/desperados
1393,Netflix,A Classic Horror Story,57,38,"Roberto De Feo, Paolo Strippoli",2021,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/a_classic_horror_story
1394,Netflix,Made You Look: A True Story About Fake Art,57,,Barry Avrich,2020,Documentary,Special Interest,https://www.rottentomatoes.com/m/made_you_look_a_true_story_about_fake_art
1395,Netflix,Accident,57,69,Cheang Pou Soi,2009,Thriller,Disaster,https://www.rottentomatoes.com/m/accident
1396,Amazon Prime,Accident,57,,Dan Tondowski,2018,Thriller,Suspense,https://www.rottentomatoes.com/m/accident
1397,Netflix,The Princess Switch: Switched Again,57,31,Mike Rohl,2020,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/the_princess_switch_switched_again
1398,Netflix,Luck by Chance,57,78,Zoya Akhtar,2009,Drama,Independent Movies,https://www.rottentomatoes.com/m/luck_by_chance
1399,Netflix,Angela's Christmas,57,,Damien O’Connor,2018,Family,Kids,https://www.rottentomatoes.com/m/angelas_christmas
1400,Netflix,Ajeeb Daastaans,57,,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani",2021,Drama,Anthology,https://www.rottentomatoes.com/m/ajeeb_daastaans
1401,Netflix,Fun Mom Dinner,57,42,Alethea Jones,2017,Comedy,Lifestyle,https://www.rottentomatoes.com/m/fun_mom_dinner/
1402,Netflix,Dabbe 5: Zehr-i Cin,57,,Hasan Karacadağ,2014,Horror & Suspense,Horror,https://www.rottentomatoes.com/search?search=Dabbe%205%3A%20Zehr-i%20Cin%202014
1403,Amazon Prime,Dabbe 5: Zehr-i Cin,57,,Hasan Karacadağ,2014,Horror & Suspense,Horror,https://www.rottentomatoes.com/search?search=Dabbe%205%3A%20Zehr-i%20Cin%202014
1404,Netflix,Dog Gone Trouble,57,,Kevin Johnson,2021,Family,Animals,https://www.rottentomatoes.com/m/dog_gone_trouble
1405,Netflix,Raising the Bar,57,,Clay Glen,2016,Sports,Coming of Age,https://www.rottentomatoes.com/m/raising_the_bar
1406,Amazon Prime,Raising the Bar,57,,Clay Glen,2016,Sports,Coming of Age,https://www.rottentomatoes.com/m/raising_the_bar
1407,Netflix,Kardec,57,,Wagner de Assis,2019,Drama,Faith & Spirituality,https://www.rottentomatoes.com/m/kardec
1408,Netflix,The Devil Below,57,,Bradley Parker,2021,Horror & Suspense,Survival,https://www.rottentomatoes.com/m/the_devil_below
1409,Netflix,Catfight,57,42,Onur Tukel,2016,Comedy,Black Stories,https://www.rottentomatoes.com/m/catfight
1410,Netflix,Tall Girl,57,44,Nzingha Stewart,2019,Comedy,Coming of Age,https://www.rottentomatoes.com/m/tall_girl
1411,Netflix,Alone/Together,56,69,Antoinette Jadaone,2019,Romance,Coming of Age,https://www.rottentomatoes.com/m/alone_together
1412,Netflix,Gridlocked,56,45,Allan Ungar,2015,Action & Adventure,Crime,https://www.rottentomatoes.com/m/gridlocked
1413,Netflix,Craig Ferguson: Tickle Fight,56,,Jay Chapman,2017,Comedy,Stand Up,https://www.rottentomatoes.com/m/craig_ferguson_tickle_fight
1414,Netflix,Jeff Dunham's Very Special Christmas Special,56,81,Michael Simon,2008,Comedy,Stand Up,https://www.rottentomatoes.com/m/jeff_dunhams_very_special_christmas_special/
1415,Netflix,122,56,,Yasir Al Yasiri,2019,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/122
1416,Netflix,Special Correspondents,56,32,Ricky Gervais,2016,Comedy,Parody,https://www.rottentomatoes.com/m/special_correspondents
1417,Netflix,Charming,56,56,Ross Venokur,2021,Animation,Kids,https://www.rottentomatoes.com/m/charming
1418,Netflix,Njan Prakashan,56,89,Sathyan Anthikad,2018,Drama,Coming of Age,https://www.rottentomatoes.com/m/njan_prakashan
1419,Netflix,Sniper: Ghost Shooter,56,35,Don Michael Paul,2016,Action & Adventure,Military,https://www.rottentomatoes.com/m/sniper_ghost_shooter/
1420,Netflix,1898: Our Last Men in the Philippines,56,,Salvador Calvo,2016,International,War,https://www.rottentomatoes.com/m/1898_our_last_men_in_the_philippines
1421,Netflix,What Lies Below,56,27,Braden R. Duemmler,2020,Horror & Suspense,Suspense,https://www.rottentomatoes.com/m/what_lies_below
1422,Netflix,Double World,56,,Teddy Chan,2020,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/double_world
1423,Netflix,Kevin Hart: Zero F**ks Given,56,,Leslie Small,2020,Comedy,Stand Up,https://www.rottentomatoes.com/m/kevin_hart_zero_fucks_given
1424,Netflix,Spy Kids: All the Time in the World,56,28,Robert Rodriguez,2011,Family,Kids,https://www.rottentomatoes.com/m/spy_kids_all_the_time_in_the_world_4d/
1425,Netflix,The Irishman: In Conversation,56,,,2019,Documentary,Special Interest,https://www.rottentomatoes.com/m/the_irishman_in_conversation
1426,Netflix,I Called Him Morgan,56,84,Kasper Collin,2016,Documentary,Biographical,https://www.rottentomatoes.com/m/i_called_him_morgan/
1427,Netflix,Lost in London,56,,Sunkanmi Adebayo,2017,Comedy,Reality,https://www.rottentomatoes.com/m/lost_in_london/
1428,Netflix,Simon Killer,56,43,Antonio Campos,2012,Drama,Crime,https://www.rottentomatoes.com/m/simon_killer
1429,Netflix,Peepli Live,56,77,"Anusha Rizvi, Mahmood Farooqui",2010,Drama,Black Stories,https://www.rottentomatoes.com/m/peepli_live/
1430,Netflix,Rudy Habibie,56,,Hanung Bramantyo,2016,Drama,Biographical,https://www.rottentomatoes.com/m/rudy_habibie
1431,Netflix,Expelled from Paradise,56,56,Seiji Mizushima,2014,Sci-Fi & Fantasy,Anime,https://www.rottentomatoes.com/m/expelled_from_paradise
1432,Netflix,Guilty,56,60,Ruchi Narain,2020,Thriller,Suspense,https://www.rottentomatoes.com/m/guilty
1433,Netflix,Love on Delivery,56,85,Stephen Chow,1994,Comedy,Martial Arts,https://www.rottentomatoes.com/m/love_on_delivery
1434,Netflix,A Week Away,56,78,Roman White,2021,Musical,Coming of Age,https://www.rottentomatoes.com/m/a_week_away
1435,Netflix,Tigertail,56,69,Alan Yang,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/tigertail
1436,Netflix,Wild Oats,56,38,Andy Tennant,2016,Comedy,Lifestyle,https://www.rottentomatoes.com/m/wild_oats
1437,Netflix,Revenger,56,42,Lee Seung-won,2018,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/revenger
1438,Netflix,Kappela,56,,Musthafa,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/kappela
1439,Netflix,Cuties,56,18,Maïmouna Doucouré,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/cuties
1440,Netflix,Jim Jefferies: Intolerant,56,,Scott Zabielski,2020,Comedy,Stand Up,https://www.rottentomatoes.com/m/jim_jefferies_intolerant
1441,Netflix,Dilan 1990,56,,"Fajar Bustomi, Pidi Baiq",2018,Romance,Coming of Age,https://www.rottentomatoes.com/m/dilan
1442,Netflix,Dragon Tiger Gate,56,69,Wilson Yip,2006,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/dragon_tiger_gate
1443,Netflix,Prom Night,56,27,Nelson McCormick,2008,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/prom_night
1444,Netflix,Out of Thin Air,56,,Dylan Howitt,2017,Documentary,True Crime,https://www.rottentomatoes.com/m/out_of_thin_air
1445,Netflix,Karthik Calling Karthik,56,60,Vijay Lalwani,2010,Drama,Psychological Thriller,https://www.rottentomatoes.com/m/karthik_calling_karthik
1446,Netflix,Mobile Suit Gundam III: Encounters in Space,56,,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",1982,Sci-Fi & Fantasy,Anime,https://www.rottentomatoes.com/m/mobile_suit_gundam_iii_encounters_in_space
1447,Netflix,"Love, Guaranteed",56,38,Mark Steven Johnson,2020,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/love_guaranteed
1448,Netflix,A Family,56,,Michihito Fujii,2021,Family,Kids,https://www.rottentomatoes.com/m/a_family
1449,Netflix,Spyder,56,45,A.R. Murugadoss,2017,Action & Adventure,Espionage,https://www.rottentomatoes.com/m/spyder
1450,Netflix,Cosmic Sin,56,,Edward Drake,2021,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/cosmic_sin
1451,Netflix,Ana e Vitória,56,,Matheus Souza,2018,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/ana_e_vitoria
1452,Netflix,Birdshot,56,77,Mikhail Red,2016,Drama,Crime,https://www.rottentomatoes.com/m/birdshot
1453,Netflix,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,56,,Brian Klein,2019,Comedy,Stand Up,https://www.rottentomatoes.com/m/jimmy_carr_the_best_of_ultimate_gold_greatest_hits
1454,Netflix,Cousins,56,,"Ainsley Gardiner, Briar Grace-Smith",2021,Drama,Coming of Age,https://www.rottentomatoes.com/m/cousins
1455,Netflix,Heaven Without People,56,,Lucien Bourjeily,2017,Drama,Family Drama,https://www.rottentomatoes.com/m/heaven_without_people
1456,Netflix,Phobia 2,56,,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks",2009,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/phobia_2
1457,Netflix,Mr. Roosevelt,56,60,Noël Wells,2017,Comedy,Independent Movies,https://www.rottentomatoes.com/m/mr_roosevelt
1458,Netflix,Ee Nagaraniki Emaindi,56,86,Tharun Bhascker,2018,Comedy,Coming of Age,https://www.rottentomatoes.com/m/ee_nagaraniki_emaindi
1459,Netflix,Ani... Dr. Kashinath Ghanekar,56,,Abhijeet Deshpande,2018,Drama,Biographical,https://www.rottentomatoes.com/m/ani_dr_kashinath_ghanekar
1460,Netflix,Let It Fall: Los Angeles 1982-1992,56,92,John Ridley,2017,Documentary,Black Stories,https://www.rottentomatoes.com/m/let_it_fall_los_angeles
1461,Netflix,White Boy,56,85,Shawn Rech,2017,Other,Crime,https://www.rottentomatoes.com/m/white_boy
1462,Netflix,Fashion,56,60,Madhur Bhandarkar,2008,Drama,Lifestyle,https://www.rottentomatoes.com/m/fashion
1463,Netflix,Walt Disney Animation Studios Short Films Collection,56,85,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn",2015,Animation,Kids,https://www.rottentomatoes.com/m/walt_disney_animation_studios_short_films_collection
1464,Netflix,Death of Me,56,23,Darren Lynn Bousman,2020,Horror & Suspense,Suspense,https://www.rottentomatoes.com/m/death_of_me
1465,Netflix,Sniper: Legacy,56,35,Don Michael Paul,2014,Action & Adventure,Military,https://www.rottentomatoes.com/m/sniper_legacy/
1466,Netflix,Words Bubble Up Like Soda Pop,56,,Kyohei Ishiguro,2021,Animation,Coming of Age,https://www.rottentomatoes.com/m/words_bubble_up_like_soda_pop
1467,Netflix,Dynasty Warriors,56,,Chow Hin Yeung Roy,2021,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/dynasty_warriors
1468,Netflix,Coded Bias,56,78,Shalini Kantayya,2020,Documentary,Science & Technology,https://www.rottentomatoes.com/m/coded_bias
1469,Netflix,Starting Over Again,56,77,Olivia M. Lamasan,2014,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/starting_over_again
1470,Netflix,Phir Bhi Dil Hai Hindustani,56,,Aziz Mirza,2000,Drama,Coming of Age,https://www.rottentomatoes.com/m/phir_bhi_dil_hai_hindustani
1471,Netflix,Dedh Ishqiya,56,77,Abhishek Chaubey,2014,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/dedh_ishqiya/
1472,Netflix,Love in a Puff,56,77,Pang Ho-cheung,2010,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/love_in_a_puff
1473,Netflix,School Life,56,,"Grand Corps Malade, Mehdi Idir",2019,Drama,Coming of Age,https://www.rottentomatoes.com/m/school_life
1474,Amazon Prime,School Life,56,85,"Neasa Ní Chianáin, David Rane",2017,Documentary,Coming of Age,https://www.rottentomatoes.com/m/school_life
1475,Netflix,The After Party,56,39,Ian Edelman,2018,Comedy,Coming of Age,https://www.rottentomatoes.com/m/the_after_party
1476,Netflix,Await Further Instructions,56,33,Johnny Kevorkian,2018,Horror & Suspense,Science Fiction,https://www.rottentomatoes.com/m/await_further_instructions
1477,Netflix,I Am Michael,56,45,Justin Kelly,2015,Drama,LGBTQ,https://www.rottentomatoes.com/m/i_am_michael
1478,Netflix,Cadaver,56,,Jarand Herdal,2020,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/cadaver
1479,Netflix,Results,56,,Andrew Bujalski,2015,Comedy,Independent Movies,https://www.rottentomatoes.com/m/results/
1480,Amazon Prime,Results,56,,Andrew Bujalski,2015,Comedy,Independent Movies,https://www.rottentomatoes.com/m/results/
1481,Netflix,Mobile Suit Gundam I,56,86,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",1981,Sci-Fi & Fantasy,Anime,https://www.rottentomatoes.com/m/mobile_suit_gundam_i/
1482,Netflix,A Christmas Prince: The Royal Baby,56,42,John Schultz,2019,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/a_christmas_prince_the_royal_baby
1483,Netflix,The Long Dumb Road,56,56,Hannah Fidell,2018,Comedy,Coming of Age,https://www.rottentomatoes.com/m/the_long_dumb_road
1484,Netflix,My Suicide,56,,David Lee Miller,2009,Drama,Coming of Age,https://www.rottentomatoes.com/m/my_suicide
1485,Netflix,Zozo,56,88,Josef Fares,2005,Drama,Coming of Age,https://www.rottentomatoes.com/m/zozo
1486,Netflix,Clinical,56,33,Alistair Legrand,2017,Horror & Suspense,Psychological Horror,https://www.rottentomatoes.com/m/clinical
1487,Netflix,Sky Ladder: The Art of Cai Guo-Qiang,56,85,Kevin MacDonald,2016,Documentary,Arts,https://www.rottentomatoes.com/m/sky_ladder_the_art_of_cai_guo_qiang
1488,Netflix,Rowdy Rathore,56,70,Prabhu Deva,2012,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/rowdy_rathore
1489,Netflix,Ordinary People,56,,Eduardo Roy Jr.,2016,Drama,Coming of Age,https://www.rottentomatoes.com/m/ordinary_people
1490,Netflix,Bigfoot Family,56,33,"Jérémie Degruson, Ben Stassen",2021,Animation,Animals,https://www.rottentomatoes.com/m/bigfoot_family
1491,Netflix,The Minimalists: Less Is Now,56,78,,2021,Documentary,Lifestyle,https://www.rottentomatoes.com/m/the_minimalists_less_is_now
1492,Netflix,Iliza Shlesinger: Freezing Hot,56,85,,2015,Comedy,Stand Up,https://www.rottentomatoes.com/m/iliza_shlesinger_freezing_hot/
1493,Netflix,The Most Unknown,56,77,Ian Cheney,2018,Documentary,Science & Technology,https://www.rottentomatoes.com/m/the_most_unknown
1494,Netflix,Rich in Love,56,38,Bruno Garotti,2020,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/rich_in_love
1495,Netflix,Deep,56,,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",2021,Drama,Coming of Age,https://www.rottentomatoes.com/m/deep
1496,Netflix,Ghost Lab,56,,Paween Purijitpanya,2021,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/ghost_lab
1497,Netflix,Uppity: The Willy T. Ribbs Story,56,,"Nate Adams, Adam Carolla",2020,Sports,Black Stories,https://www.rottentomatoes.com/m/uppty_the_willy_t_ribbs_story
1498,Netflix,The Legacy of a Whitetail Deer Hunter,56,35,Jody Hill,2018,Comedy,Animals,https://www.rottentomatoes.com/m/the_legacy_of_a_whitetail_deer_hunter
1499,Netflix,How to Get Over a Breakup,56,,"Joanna Lombardi, Bruno Ascenzo",2018,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/how_to_get_over_a_breakup
1500,Netflix,Between Worlds,56,23,Maria Pulera,2018,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/between_worlds
1501,Netflix,A Perfect Fit,56,,Hadrah Daeng Ratu,2021,International,Romantic Comedy,https://www.rottentomatoes.com/m/a_perfect_fit
1502,Netflix,Jiu Jitsu,56,27,Dimitri Logothetis,2020,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/jiu_jitsu
1503,Netflix,Loev,56,78,Sudhanshu Saria,2015,Romance,LGBTQ,https://www.rottentomatoes.com/m/loev
1504,Netflix,Chelsea Peretti: One of the Greats,56,56,Lance Bangs,2014,Comedy,Stand Up,https://www.rottentomatoes.com/m/chelsea_peretti_one_of_the_greats
1505,Netflix,The Last Laugh,56,42,Greg Pritikin,2019,Comedy,Stand Up,https://www.rottentomatoes.com/m/the_last_laugh
1506,Netflix,Dil,55,,Indra Kumar,1990,Drama,Coming of Age,https://www.rottentomatoes.com/m/dil
1507,Amazon Prime,Mike Birbiglia: What I Should Have Said Was Nothing,55,89,Mike Birbiglia,2008,Comedy,Stand Up,https://www.rottentomatoes.com/m/mike_birbiglia_what_i_should_have_said_was_nothing
1508,Netflix,Nigerian Prince,55,,Faraday Okoro,2018,Drama,Black Stories,https://www.rottentomatoes.com/m/nigerian_prince
1509,Netflix,Iliza Shlesinger: Confirmed Kills,55,85,Bobcat Goldthwait,2016,Comedy,Stand Up,https://www.rottentomatoes.com/m/iliza_shlesinger_confirmed_kills
1510,Netflix,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,55,,"Felix Herngren, Måns Herngren",2016,Comedy,Comedy,https://www.rottentomatoes.com/m/the_101_year_old_man_who_skipped_out_on_the_bill_and_disappeared
1511,Netflix,An Ordinary Man,55,42,Brad Silberling,2017,Thriller,Suspense,https://www.rottentomatoes.com/m/an_ordinary_man
1512,Netflix,The Silence of the Marsh,55,,Marc Vigil,2019,Thriller,Suspense,https://www.rottentomatoes.com/m/the_silence_of_the_marsh
1513,Netflix,MFKZ,55,56,"Shojiro Nishimi, Guillaume Renard",2017,Animation,Adult Animation,https://www.rottentomatoes.com/m/mfkz
1514,Netflix,The Most Hated Woman in America,55,45,Tommy O'Haver,2017,Drama,Black Stories,https://www.rottentomatoes.com/m/the_most_hated_woman_in_america
1515,Netflix,Fireworks,55,56,"Akiyuki Shinbo, Nobuyuki Takeuchi",2017,Animation,Anime,https://www.rottentomatoes.com/m/fireworks
1516,Netflix,Prime Time,55,,Jakub Piątek,2021,Drama,Coming of Age,https://www.rottentomatoes.com/m/prime_time
1517,Netflix,Wedding Unplanned,55,,Reem Kherici,2017,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/wedding_unplanned
1518,Netflix,Banana Split,55,70,Ben Kasulke,2020,Comedy,Coming of Age,https://www.rottentomatoes.com/m/banana_split
1519,Netflix,Hannibal Buress: Comedy Camisado,55,86,Lance Bangs,2016,Comedy,Stand Up,https://www.rottentomatoes.com/m/hannibal_buress_comedy_camisado
1520,Netflix,Father of the Year,55,23,,2018,Comedy,Coming of Age,https://www.rottentomatoes.com/m/father_of_the_year
1521,Netflix,Hot Sweet Sour,55,,Andaç Haznedaroğlu,2017,Comedy,Coming of Age,https://www.rottentomatoes.com/m/hot_sweet_sour
1522,Netflix,Doom: Annihilation,55,17,Tony Giglio,2019,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/doom_annihilation
1523,Netflix,Ajab Prem Ki Ghazab Kahani,55,85,Rajkumar Santoshi,2009,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/ajab_prem_ki_ghazab_kahani
1524,Netflix,Mallesham,55,,Raj R,2019,Drama,Biographical,https://www.rottentomatoes.com/m/mallesham
1525,Netflix,Four Sisters and a Wedding,55,,Cathy Garcia-Molina,2013,Romance,Coming of Age,https://www.rottentomatoes.com/m/four_sisters_and_a_wedding
1526,Netflix,Crazy Beautiful You,55,85,Mae Czarina Cruz,2015,Romance,Coming of Age,https://www.rottentomatoes.com/m/crazy_beautiful_you
1527,Netflix,Baggio: The Divine Ponytail,55,,Letizia Lamartire,2021,Sports,Biographical,https://www.rottentomatoes.com/m/baggio_the_divine_ponytail
1528,Netflix,Jarhead: Law of Return,55,,Don Michael Paul,2019,Action & Adventure,Military,https://www.rottentomatoes.com/m/jarhead_law_of_return
1529,Netflix,The Clapper,55,38,Dito Montiel,2017,Comedy,Stand Up,https://www.rottentomatoes.com/m/the_clapper
1530,Netflix,Force 2,55,56,Abhinay Deo,2016,Action & Adventure,Espionage,https://www.rottentomatoes.com/m/force_2/
1531,Netflix,Jab Harry Met Sejal,55,56,Imtiaz Ali,2017,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/jab_harry_met_sejal/
1532,Netflix,Hating Peter Tatchell,55,,Christopher Amos,2020,Documentary,LGBTQ,https://www.rottentomatoes.com/m/hating_peter_tatchell
1533,Netflix,Baaghi,55,69,Sabir Khan,2016,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/baaghi
1534,Netflix,Middle of Nowhere,55,81,Ava DuVernay,2012,Drama,Black Stories,https://www.rottentomatoes.com/m/middle_of_nowhere
1535,Hulu,Middle of Nowhere,55,81,,2010,Drama,Black Stories,https://www.rottentomatoes.com/m/middle_of_nowhere/
1536,Netflix,MOTHER,55,,Tatsushi Omori,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/mother
1537,Netflix,Dreamy Eyes,55,,Victor Vu,2019,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/dreamy_eyes
1538,Netflix,Whose Streets?,55,76,"Sabaah Folayan, Damon Davis",2017,Documentary,Black Stories,https://www.rottentomatoes.com/m/whose_streets/
1539,Amazon Prime,Whose Streets?,55,76,"Sabaah Folayan, Damon Davis",2017,Documentary,Black Stories,https://www.rottentomatoes.com/m/whose_streets/
1540,Netflix,Sextuplets,55,23,Michael Tiddes,2019,Comedy,Parody,https://www.rottentomatoes.com/m/sextuplets
1541,Netflix,Jem and the Holograms,55,24,Jon M. Chu,2015,Music,Coming of Age,https://www.rottentomatoes.com/m/jem_and_the_holograms
